tweet_id,sentiment,content,mapped_sentiment,tokens
1694165123,neutral,playing 'who am i?' with my sister!,neutral,"['playing', 'am', 'i', 'with', 'my', 'sister']"
1694165200,sadness,@kkkrista only if we can cuddle afterwards. I like to cuddle after turning tricks on van buren,sad,"['kkkrista', 'only', 'if', 'we', 'can', 'cuddle', 'afterwards', 'i', 'like', 'to', 'cuddle', 'after', 'turning', 'tricks', 'on', 'van', 'buren']"
1694165251,neutral,13 days until graduation,neutral,"['days', 'until', 'graduation']"
1694165268,happiness,man.....i'm at a loss for words.....looks like i'ma get an unexpected graduation gift.....in a good way,happy,"['man', 'i', 'at', 'a', 'loss', 'for', 'words', 'looks', 'like', 'get', 'an', 'unexpected', 'graduation', 'gift', 'in', 'a', 'good', 'way']"
1694165308,neutral,any aussies online? Check out today tonight on Channel 7 .. Very handsome man on tonight ...,neutral,"['any', 'aussies', 'online', 'check', 'out', 'today', 'tonight', 'on', 'channel', 'very', 'handsome', 'man', 'on', 'tonight']"
1694165316,happiness,"@souravghosh Dreams give rise to reality. When they said I wouldn't   walk, my dream was to fly! Dream, Believe, Achieve!",happy,"['souravghosh', 'dreams', 'give', 'rise', 'to', 'reality', 'when', 'they', 'said', 'i', 'would', 'walk', 'my', 'dream', 'was', 'to', 'fly', 'dream', 'believe', 'achieve']"
1694165596,neutral,@LiliCosic Morning!How are you feeling?I thought you were taking a laptop hiatus?!,neutral,"['lilicosic', 'morning', 'how', 'are', 'you', 'feeling', 'i', 'thought', 'you', 'were', 'taking', 'a', 'laptop', 'hiatus']"
1694165651,happiness,@QUEENKAK oh thank you thank you! Was hoping the video will be online,happy,"['queenkak', 'oh', 'thank', 'you', 'thank', 'you', 'was', 'hoping', 'the', 'video', 'will', 'be', 'online']"
1694165692,neutral,Morning all - happy Star Wars day - May the 4th be with you!,neutral,"['morning', 'all', 'happy', 'star', 'wars', 'day', 'may', 'the', 'be', 'with', 'you']"
1694165762,happiness,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,happy,"['my', 'sister', 'said', 'yayyy', 'its', 'hannah', 'hoedown', 'today', 'haaaa', 'hannah', 'is', 'a', 'hoe', 'apparently', 'hoe']"
1694165913,neutral,Just a reminder to Hydra clients to check your email for important account updates!,neutral,"['just', 'a', 'reminder', 'to', 'hydra', 'clients', 'to', 'check', 'your', 'email', 'for', 'important', 'account', 'updates']"
1694165965,happiness,Star wars day! May the 4th be with you.,happy,"['star', 'wars', 'day', 'may', 'the', 'be', 'with', 'you']"
1694166025,neutral,Im off for a bit...tweeet yall later,neutral,"['im', 'off', 'for', 'a', 'bit', 'tweeet', 'yall', 'later']"
1694166117,neutral,transcribing my tenth (and last) report for the night,neutral,"['transcribing', 'my', 'tenth', 'and', 'last', 'report', 'for', 'the', 'night']"
1694166341,happiness,uploading a lot of photos... priceless memories,happy,"['uploading', 'a', 'lot', 'of', 'photos', 'priceless', 'memories']"
1694166473,neutral,"@bronte_saurus So did I... and now you can hear it again and again, if you wish.",neutral,"['so', 'did', 'i', 'and', 'now', 'you', 'can', 'hear', 'it', 'again', 'and', 'again', 'if', 'you', 'wish']"
1694166509,happiness,Chilling out listning to Seal!!,happy,"['chilling', 'out', 'listning', 'to', 'seal']"
1694166531,happiness,@emjaystar haha thanks  yep definately a dream come true!  So excited the camera was shaking when i was taking a photo!,happy,"['emjaystar', 'haha', 'thanks', 'yep', 'definately', 'a', 'dream', 'come', 'true', 'so', 'excited', 'the', 'camera', 'was', 'shaking', 'when', 'i', 'was', 'taking', 'a', 'photo']"
1694166667,happiness,after 9 weeks it has finally rained - not quite enough yet but more seems to be coming  the garden is very happy about it.,happy,"['after', 'weeks', 'it', 'has', 'finally', 'rained', 'not', 'quite', 'enough', 'yet', 'but', 'more', 'seems', 'to', 'be', 'coming', 'the', 'garden', 'is', 'very', 'happy', 'about', 'it']"
1694166698,neutral,COME ON GIVE HER NICE HOME  http://tinyurl.com/dhgkc9,neutral,"['come', 'on', 'give', 'her', 'nice', 'home', 'http']"
1694181614,sadness,just watched slumdog millionaire  its soo goood i love it :] but its sad!,sad,"['just', 'watched', 'slumdog', 'millionaire', 'its', 'soo', 'goood', 'i', 'love', 'it', 'but', 'its', 'sad']"
1694181676,neutral,@cypher Thanks!,neutral,"['cypher', 'thanks']"
1694181694,neutral,just got back from donating blood,neutral,"['just', 'got', 'back', 'from', 'donating', 'blood']"
1694181773,neutral,good luck nandito. first day of IB exam. you can do it! a road to berkeley.,neutral,"['good', 'luck', 'nandito', 'first', 'day', 'of', 'ib', 'exam', 'you', 'can', 'do', 'it', 'a', 'road', 'to', 'berkeley']"
1694181866,happiness,"ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed  excited!",happy,"['ready', 'to', 'go', 'to', 'sleep', 'its', 'too', 'hot', 'in', 'my', 'room', 'yey', 'first', 'time', 'sleeping', 'in', 'that', 'huge', 'bed', 'excited']"
1694181941,neutral,East Coast almost wakeup time... for military,neutral,"['east', 'coast', 'almost', 'wakeup', 'time', 'for', 'military']"
1694181949,neutral,@tracymacy My pleasure,neutral,"['tracymacy', 'my', 'pleasure']"
1694182075,happiness,@ralfrottmann thank`s ... See? now I`m back on smiling,happy,"['ralfrottmann', 'thank', 's', 'see', 'now', 'i', 'm', 'back', 'on', 'smiling']"
1694182110,happiness,@tfollowers thanks 4 the folow,happy,"['tfollowers', 'thanks', 'the', 'folow']"
1694182146,neutral,I meant looking like a tiger - stupid predictive text,neutral,"['i', 'meant', 'looking', 'like', 'a', 'tiger', 'stupid', 'predictive', 'text']"
1694182149,happiness,@jadeeisabel nah they were mine  @brydielonie had ones without fingers,happy,"['jadeeisabel', 'nah', 'they', 'were', 'mine', 'brydielonie', 'had', 'ones', 'without', 'fingers']"
1694182177,neutral,@EmmaK67 Or a Mexican wrestler. They year capes too. You probably haven't the build for it though.,neutral,"['or', 'a', 'mexican', 'wrestler', 'they', 'year', 'capes', 'too', 'you', 'probably', 'have', 'the', 'build', 'for', 'it', 'though']"
1694182289,happiness,@Pon_and_Zi Thanks! I'm on my way now,happy,"['thanks', 'i', 'on', 'my', 'way', 'now']"
1694182320,happiness,i woke him up in the end. Got bored.,happy,"['i', 'woke', 'him', 'up', 'in', 'the', 'end', 'got', 'bored']"
1694182328,neutral,@monicafrancesca  you have my vote  want to see gino in drag. please post pictures.,neutral,"['monicafrancesca', 'you', 'have', 'my', 'vote', 'want', 'to', 'see', 'gino', 'in', 'drag', 'please', 'post', 'pictures']"
1694182474,happiness,"@petespencer Yeah,we say shite alot here. you say it as shiiite,rhyming with light",happy,"['petespencer', 'yeah', 'we', 'say', 'shite', 'alot', 'here', 'you', 'say', 'it', 'as', 'shiiite', 'rhyming', 'with', 'light']"
1694182490,happiness,chill`N witH tHE BABEz,happy,"['chill', 'n', 'with', 'the', 'babez']"
1694182743,neutral,says just passed by to say hi  busy with movie task from school =. = http://plurk.com/p/rozcz,neutral,"['says', 'just', 'passed', 'by', 'to', 'say', 'hi', 'busy', 'with', 'movie', 'task', 'from', 'school', 'http']"
1694182823,happiness,"@CrystalJanee greaaat, do minee now pleaseeeeee",happy,"['crystaljanee', 'greaaat', 'do', 'minee', 'now', 'pleaseeeeee']"
1694182827,neutral,@JennifeAniston I think is The parent trap &amp; High school musical!!,neutral,"['jennifeaniston', 'i', 'think', 'is', 'the', 'parent', 'trap', 'amp', 'high', 'school', 'musical']"
1694182860,neutral,"@adawada A towel, a &quot;Sub-Etha Sens-O-Matic&quot; and the Guide ??",neutral,"['adawada', 'a', 'towel', 'a', 'quot', 'quot', 'and', 'the', 'guide']"
1694182937,sadness,@jenkellytisdale  good luck  haha i loved your character in the bring it on: in it to win it  movie,sad,"['jenkellytisdale', 'good', 'luck', 'haha', 'i', 'loved', 'your', 'character', 'in', 'the', 'bring', 'it', 'on', 'in', 'it', 'to', 'win', 'it', 'movie']"
1694182972,neutral,@zem42 I cannot tell a lie. I did.,neutral,"['i', 'can', 'not', 'tell', 'a', 'lie', 'i', 'did']"
1694183010,sadness,It's @andremichelle s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a 'hi' from the twittersphere would do some good,sad,"['it', 'andremichelle', 's', 'tonematrix', 'birthday', 'today', 'poor', 'guy', 'is', 'ill', 'at', 'home', 'perhaps', 'a', 'from', 'the', 'twittersphere', 'would', 'do', 'some', 'good']"
1694183283,neutral,"@tommcfly saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i'll try",neutral,"['tommcfly', 'saw', 'a', 'costa', 'in', 'st', 'pancras', 'but', 'didnt', 'have', 'much', 'time', 'to', 'have', 'a', 'drink', 'over', 'there', 'next', 'time', 'i', 'try']"
1694183657,neutral,@mohdrafie Theres no such thing,neutral,"['mohdrafie', 'theres', 'no', 'such', 'thing']"
1694183677,neutral,"@DavidArchie follow Jason Castro, he's following you..I mean, if you want to..just letting you know.",neutral,"['davidarchie', 'follow', 'jason', 'castro', 'he', 'following', 'you', 'i', 'mean', 'if', 'you', 'want', 'to', 'just', 'letting', 'you', 'know']"
1694183692,sadness,"@JonathanRKnight G'night Jonathan! I tried to stay up, I really did. I can't wait till ur in my timezone! Will be so much easier then!",sad,"['jonathanrknight', 'jonathan', 'i', 'tried', 'to', 'stay', 'up', 'i', 'really', 'did', 'i', 'ca', 'wait', 'till', 'ur', 'in', 'my', 'timezone', 'will', 'be', 'so', 'much', 'easier', 'then']"
1694183724,happiness,@jakeashley cheer up,happy,"['jakeashley', 'cheer', 'up']"
1694183794,neutral,@daysparkle just like you  jonas,neutral,"['daysparkle', 'just', 'like', 'you', 'jonas']"
1694183836,sadness,"Plans for today, cleaning, washing clothes &amp; cooking a Pork Dinner! Weather here is bit dull.  Hoorah for Bank Hols though",sad,"['plans', 'for', 'today', 'cleaning', 'washing', 'clothes', 'amp', 'cooking', 'a', 'pork', 'dinner', 'weather', 'here', 'is', 'bit', 'dull', 'hoorah', 'for', 'bank', 'hols', 'though']"
1694183849,neutral,@nicsknots It's lying,neutral,"['nicsknots', 'it', 'lying']"
1694183880,happiness,Watching Bleach,happy,"['watching', 'bleach']"
1694183972,neutral,morning (gmt+1) all! the cult is touring europe this summer! yay! will kick of the day listening to any of their records,neutral,"['morning', 'all', 'the', 'cult', 'is', 'touring', 'europe', 'this', 'summer', 'yay', 'will', 'kick', 'of', 'the', 'day', 'listening', 'to', 'any', 'of', 'their', 'records']"
1694183973,neutral,@bamaloo http://tinyurl.com/c33ffv thats what im making for dinner very yummy,neutral,"['bamaloo', 'http', 'thats', 'what', 'im', 'making', 'for', 'dinner', 'very', 'yummy']"
1694184051,neutral,@ElsieTay not sure... there are fanciful expensive ones - but some basic ones are not expensive... Try the 24hr 'M' shopping place,neutral,"['elsietay', 'not', 'sure', 'there', 'are', 'fanciful', 'expensive', 'ones', 'but', 'some', 'basic', 'ones', 'are', 'not', 'expensive', 'try', 'the', 'shopping', 'place']"
1694184129,happiness,is having a cuppa and chilling... i lovebank holiday mondays,happy,"['is', 'having', 'a', 'cuppa', 'and', 'chilling', 'i', 'lovebank', 'holiday', 'mondays']"
1694184207,happiness,@kyleandjackieo what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,happy,"['kyleandjackieo', 'what', 'about', 'your', 'body', 'by', 'tom', 'novy', 'or', 'voodoo', 'child', 'by', 'rogue', 'traders', 'they', 'are', 'from', 'good', 'memories', 'from', 'these', 'songs']"
1694184220,neutral,@Mahnx Yeah for sure,neutral,"['mahnx', 'yeah', 'for', 'sure']"
1694184370,happiness,"@misskittymarie Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I'm excited to record that on Wednesday",happy,"['misskittymarie', 'same', 'here', 'events', 'writing', 'songs', 'but', 'i', 'just', 'finished', 'my', 'tmnt', 'vs', 'mmpr', 'song', 'so', 'i', 'excited', 'to', 'record', 'that', 'on', 'wednesday']"
1694184473,neutral,is off to JB.,neutral,"['is', 'off', 'to', 'jb']"
1694184510,neutral,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",neutral,"['i', 'have', 'an', 'urge', 'to', 'play', 'wow', 'but', 'i', 'have', 'to', 'wait', 'weeks', 'til', 'im', 'at', 'my', 'dads', 'til', 'mcfly', 'im', 'so', 'excited', 'l']"
1694184582,happiness,"@missamanda yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy",happy,"['missamanda', 'yeah', 'i', 'take', 'care', 'of', 'it', 'just', 'pay', 'me', 'on', 'the', 'night', 'easy']"
1694184624,happiness,Happy Birthday tooo meeee... Happy Birthday tooo meeee...,happy,"['happy', 'birthday', 'tooo', 'meeee', 'happy', 'birthday', 'tooo', 'meeee']"
1694184657,neutral,"@sizemore well, its more the word bat (as in baseball) and cock and then viggo  not bat as in tiny little thing",neutral,"['sizemore', 'well', 'its', 'more', 'the', 'word', 'bat', 'as', 'in', 'baseball', 'and', 'cock', 'and', 'then', 'viggo', 'not', 'bat', 'as', 'in', 'tiny', 'little', 'thing']"
1694184826,happiness,im really really excited  try this out guys!,happy,"['im', 'really', 'really', 'excited', 'try', 'this', 'out', 'guys']"
1694184896,happiness,"Hope I'm not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep.  Sogni D'oro all!",happy,"['hope', 'i', 'not', 'coming', 'down', 'with', 'piggy', 'flu', 'eyes', 'red', 'neck', 'no', 'longer', 'holds', 'up', 'heavy', 'head', 'time', 'for', 'sleep', 'sogni', 'all']"
1694184901,neutral,@djksly Lol Only if you make me that cookie.  I'll hit you up.,neutral,"['djksly', 'lol', 'only', 'if', 'you', 'make', 'me', 'that', 'cookie', 'i', 'hit', 'you', 'up']"
1694185006,neutral,@idangazit I don't find this stuff amusing any more,neutral,"['idangazit', 'i', 'do', 'find', 'this', 'stuff', 'amusing', 'any', 'more']"
1694185038,happiness,At walmart playing hide and seek.,happy,"['at', 'walmart', 'playing', 'hide', 'and', 'seek']"
1694185054,neutral,@chirstey Gratiss,neutral,"['chirstey', 'gratiss']"
1694200133,happiness,just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],happy,"['just', 'left', 'work', 'inventory', 'was', 'way', 'easy', 'and', 'i', 'got', 'to', 'put', 'in', 'my', 'highschool', 'musical', 'cd', 'it', 'was', 'amazing', 'goodnight', 'goodnight', 'everyone']"
1694200137,neutral,@poojarazdan woohoo! congrats to your friend and the boyfriend.,neutral,"['poojarazdan', 'woohoo', 'congrats', 'to', 'your', 'friend', 'and', 'the', 'boyfriend']"
1694200295,sadness,is up and ready,sad,"['is', 'up', 'and', 'ready']"
1694200302,neutral,@paddydonnelly you obviously havent seen my mrs first thing in a morning,neutral,"['paddydonnelly', 'you', 'obviously', 'havent', 'seen', 'my', 'mrs', 'first', 'thing', 'in', 'a', 'morning']"
1694200368,happiness,Oh yeaah.  we'll still be bffs  aha @Sadie_marie.,happy,"['oh', 'yeaah', 'we', 'still', 'be', 'bffs', 'aha']"
1694200425,neutral,fully inspired to write a song.,neutral,"['fully', 'inspired', 'to', 'write', 'a', 'song']"
1694200452,neutral,out to play,neutral,"['out', 'to', 'play']"
1694200489,neutral,"@Esme_Cullen26 yes, yes it is.",neutral,"['yes', 'yes', 'it', 'is']"
1694200634,happiness,is super happy at the new interest rate.  whoop whoop.,happy,"['is', 'super', 'happy', 'at', 'the', 'new', 'interest', 'rate', 'whoop', 'whoop']"
1694200760,happiness,@lopezwilfred Yeah. Me too. Will lookout on your tweets too. Happy Tweeting,happy,"['lopezwilfred', 'yeah', 'me', 'too', 'will', 'lookout', 'on', 'your', 'tweets', 'too', 'happy', 'tweeting']"
1694200774,neutral,"@joe_donut ah good deal, hope you find some new music",neutral,"['ah', 'good', 'deal', 'hope', 'you', 'find', 'some', 'new', 'music']"
1694200809,neutral,@CHARLIEFOGG lol ok then,neutral,"['charliefogg', 'lol', 'ok', 'then']"
1694200876,happiness,"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I'm going to be late",happy,"['me', 'andrew', 'no', 'idea', 'about', 'the', 'rest', 'i', 'think', 'it', 'was', 'ben', 'and', 'princeton', 'which', 'could', 'be', 'fun', 'lol', 'i', 'going', 'to', 'be', 'late']"
1694200988,neutral,ready for a new week,neutral,"['ready', 'for', 'a', 'new', 'week']"
1694201029,sadness,"@DesignerDepot thanks for adding, no befriending, no, uh oh never mind, Thanks!",sad,"['designerdepot', 'thanks', 'for', 'adding', 'no', 'befriending', 'no', 'uh', 'oh', 'never', 'mind', 'thanks']"
1694201060,sadness,@puppaz that really sucks I feel bad for you at least I woke up at eight.,sad,"['puppaz', 'that', 'really', 'sucks', 'i', 'feel', 'bad', 'for', 'you', 'at', 'least', 'i', 'woke', 'up', 'at', 'eight']"
1694201104,happiness,pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!,happy,"['pool', 'party', 'at', 'sherraton', 'n', 'brodi', 'had', 'a', 'blast', 'the', 'friends', 'made', 'the', 'evening', 'bbqd', 'at', 'home', 'with', 'great', 'conversation', 'funky', 'n', 'lifted', 'day']"
1694201236,happiness,@itshazel wow five years? Congrats,happy,"['itshazel', 'wow', 'five', 'years', 'congrats']"
1694201304,neutral,holiday again,neutral,"['holiday', 'again']"
1694201332,neutral,Signup for Dojo workshop in Munich (http://tinyurl.com/ct83ub ) ends today. Hurry up,neutral,"['signup', 'for', 'dojo', 'workshop', 'in', 'munich', 'http', 'ends', 'today', 'hurry', 'up']"
1694201732,neutral,"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",neutral,"['http', 'tell', 'me', 'how', 'can', 'you', 'not', 'love', 'someone', 'like', 'this']"
1694201819,happiness,I'm going home now. Have you seen my new twitter design? Quite....heavenly isn't it?,happy,"['i', 'going', 'home', 'now', 'have', 'you', 'seen', 'my', 'new', 'twitter', 'design', 'quite', 'heavenly', 'is', 'it']"
1694201820,neutral,"I'm a little hungry, a nice bowl of spicy lentil soup should fill the gap",neutral,"['i', 'a', 'little', 'hungry', 'a', 'nice', 'bowl', 'of', 'spicy', 'lentil', 'soup', 'should', 'fill', 'the', 'gap']"
1694201921,neutral,"yay, joss is coming over on saturday",neutral,"['yay', 'joss', 'is', 'coming', 'over', 'on', 'saturday']"
1694202497,happiness,"@Ciaee Yessir, yessir, three cheeks full.",happy,"['ciaee', 'yessir', 'yessir', 'three', 'cheeks', 'full']"
1694202519,neutral,@samanthad Nothing wrong with that samantha,neutral,"['samanthad', 'nothing', 'wrong', 'with', 'that', 'samantha']"
1694202618,happiness,"@samanthuh MISS YOU TOO! Yes, I will  I'm usually free pag after dinner. Rarely during the day. Basta text text",happy,"['samanthuh', 'miss', 'you', 'too', 'yes', 'i', 'will', 'i', 'usually', 'free', 'pag', 'after', 'dinner', 'rarely', 'during', 'the', 'day', 'basta', 'text', 'text']"
1694202860,neutral,going to london,neutral,"['going', 'to', 'london']"
1694203447,neutral,@Kingtardy yessir that is 100% right,neutral,"['kingtardy', 'yessir', 'that', 'is', 'right']"
1694203483,neutral,watching neighbourss.,neutral,"['watching', 'neighbourss']"
1694203559,happiness,Nothing like home-made paranthas for breakfast,happy,"['nothing', 'like', 'paranthas', 'for', 'breakfast']"
1694203619,happiness,@vewe haha. Hope U have a Great Laugh as Laughter is the Best Medicine,happy,"['vewe', 'haha', 'hope', 'u', 'have', 'a', 'great', 'laugh', 'as', 'laughter', 'is', 'the', 'best', 'medicine']"
1694203681,happiness,"@HellenBach Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting 'in the flesh' too!",happy,"['hellenbach', 'sounds', 'like', 'the', 'very', 'best', 'sort', 'of', 'work', 'then', 'jenni', 'seems', 'lovely', 'so', 'nice', 'to', 'hear', 'that', 'she', 'is', 'when', 'meeting', 'the', 'flesh', 'too']"
1694203765,sadness,@DestriDoll sorry I didn't message you yet... I couldn't get my thoughts straight. But tomorrow I'll try  goodnight,sad,"['destridoll', 'sorry', 'i', 'did', 'message', 'you', 'yet', 'i', 'could', 'get', 'my', 'thoughts', 'straight', 'but', 'tomorrow', 'i', 'try', 'goodnight']"
1694203902,neutral,"come on, leave Gretel alone now  I liked her doing the #Logies",neutral,"['come', 'on', 'leave', 'gretel', 'alone', 'now', 'i', 'liked', 'her', 'doing', 'the', 'logies']"
1694203930,sadness,drinking cordial  yes im bored,sad,"['drinking', 'cordial', 'yes', 'im', 'bored']"
1694203946,happiness,I forgot I have lumpia and pancit in my fridge from last night! Yay,happy,"['i', 'forgot', 'i', 'have', 'lumpia', 'and', 'pancit', 'in', 'my', 'fridge', 'from', 'last', 'night', 'yay']"
1694204019,happiness,"Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY",happy,"['hah', 'i', 'saw', 'the', 'wolverine', 'last', 'night', 'now', 'i', 'can', 'die', 'happy', 'well', 'not', 'yet', 'though', 'got', 'a', 'few', 'things', 'to', 'get', 'done', 'first', 'but', 'was', 'my', 'moy']"
1694204195,sadness,@sharlynnx aww thank you  so is yours xx,sad,"['sharlynnx', 'aww', 'thank', 'you', 'so', 'is', 'yours', 'xx']"
1694204454,happiness,@DonniesCupcake i bet they will be great bags! Can't wait!,happy,"['donniescupcake', 'i', 'bet', 'they', 'will', 'be', 'great', 'bags', 'ca', 'wait']"
1694218859,happiness,@zef  the car illusin is Kool,happy,"['zef', 'the', 'car', 'illusin', 'is', 'kool']"
1694218991,neutral,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?aff_id=7891,neutral,"['instant', 'internet', 'marketing', 'empire', 'bonus', 'recoup', 'your', 'investment', 'in', 'hours', 'or', 'less', 'http']"
1694219081,neutral,"Enough studying,whew... Time for sleep",neutral,"['enough', 'studying', 'whew', 'time', 'for', 'sleep']"
1694219104,happiness,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,happy,"['monday', 'morning', 'lots', 'to', 'go', 'out', 'just', 'waiting', 'for', 'a', 'mate', 'to', 'add', 'a', 'style', 'to', 'my', 'table', 'and', 'im', 'set']"
1694219130,neutral,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,neutral,"['watch', 'lowkey', 'freestyling', 'and', 'selling', 'his', 'mixtape', 'on', 'http', 'and', 'performing', 'in', 'norwich', 'tonight']"
1694219613,happiness,"@giogadi Hey Luis, thanks!  I have Flash and my prof's code to thank for that.  *cough*",happy,"['giogadi', 'hey', 'luis', 'thanks', 'i', 'have', 'flash', 'and', 'my', 'prof', 'code', 'to', 'thank', 'for', 'that', 'cough']"
1694219630,sadness,@JavierChua Well I am on the RIGHT side of thirty,sad,"['javierchua', 'well', 'i', 'am', 'on', 'the', 'right', 'side', 'of', 'thirty']"
1694219737,happiness,@joyee0720 Thanks PP!,happy,"['thanks', 'pp']"
1694219824,happiness,@danijelabaron good morning from Lincolnshire. I could use some exercise also,happy,"['danijelabaron', 'good', 'morning', 'from', 'lincolnshire', 'i', 'could', 'use', 'some', 'exercise', 'also']"
1694219898,happiness,"Sometimes after a long weekend, you just need good conversation. thanks bro",happy,"['sometimes', 'after', 'a', 'long', 'weekend', 'you', 'just', 'need', 'good', 'conversation', 'thanks', 'bro']"
1694219962,sadness,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",sad,"['ginger', 'biscuits', 'rule', 'by', 'the', 'way', 'i', 'urgently', 'need', 'weight', 'scales']"
1694219987,neutral,i wear a lot of white  http://tinyurl.com/dlbltg,neutral,"['i', 'wear', 'a', 'lot', 'of', 'white', 'http']"
1694220014,sadness,"@danielleg1709 hahaha this is super late, but thank you!!",sad,"['hahaha', 'this', 'is', 'super', 'late', 'but', 'thank', 'you']"
1694220111,neutral,"@thunderror Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!",neutral,"['thunderror', 'heh', 'heh', 'heh', 'come', 'on', 'it', 'is', 'a', 'thq', 'release', 'ah', 'well', 'i', 'can', 'try', 'almost', 'anything', 'that', 'is', 'billed', 'as', 'rpg']"
1694220296,neutral,looking at the moon and thinking about _____...,neutral,"['looking', 'at', 'the', 'moon', 'and', 'thinking', 'about']"
1694220300,neutral,Band work. I need my own laptop! @Solomonjoy buy me one Ill drive your shifts forever!,neutral,"['band', 'work', 'i', 'need', 'my', 'own', 'laptop', 'solomonjoy', 'buy', 'me', 'one', 'ill', 'drive', 'your', 'shifts', 'forever']"
1694220381,neutral,"@kerryetches Yep they are open, it's Sunday hours tho",neutral,"['kerryetches', 'yep', 'they', 'are', 'open', 'it', 'sunday', 'hours', 'tho']"
1694220449,neutral,@bina_sth am just relaying news thts reaching me ...but i said confirmation remains,neutral,"['am', 'just', 'relaying', 'news', 'thts', 'reaching', 'me', 'but', 'i', 'said', 'confirmation', 'remains']"
1694220618,happiness,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",happy,"['anyone', 'drive', 'a', 'newish', 'diesel', 'car', 'any', 'advice', 'on', 'pros', 'cons', 'not', 'interested', 'in', 'old', 'diesel', 'cars', 'need', 'recent', 'model', 'experience', 'eg', 'suv']"
1694220650,neutral,@karanguni NICE I must see this,neutral,"['karanguni', 'nice', 'i', 'must', 'see', 'this']"
1694220791,neutral,"I mean, I'm just figuring out how to work it all",neutral,"['i', 'mean', 'i', 'just', 'figuring', 'out', 'how', 'to', 'work', 'it', 'all']"
1694220947,happiness,lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht,happy,"['lees', 'net', 'op', 'twitter', 'dat', 'het', 'happy', 'star', 'wars', 'day', 'is', 'quot', 'may', 'the', 'be', 'with', 'you', 'quot', 'sjeez', 'wat', 'slecht']"
1694220979,neutral,@McFlyXXDannyXX i am lol  ly,neutral,"['mcflyxxdannyxx', 'i', 'am', 'lol', 'ly']"
1694221032,neutral,"@rebecca_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home",neutral,"['i', 'have', 'a', 'drive', 'in', 'my', 'mb', 'with', 'free', 'and', 'external', 'storage', 'permanently', 'connected', 'when', 'at', 'home']"
1694221060,happiness,Back in the office for a hectic week - but the weekend was awesome,happy,"['back', 'in', 'the', 'office', 'for', 'a', 'hectic', 'week', 'but', 'the', 'weekend', 'was', 'awesome']"
1694221099,neutral,Gud nite all...will catch you all again tomorrow,neutral,"['gud', 'nite', 'all', 'will', 'catch', 'you', 'all', 'again', 'tomorrow']"
1694221200,sadness,Fast &amp; Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,sad,"['fast', 'amp', 'furious', 'excellent', 'movie', 'and', 'andy', 'is', 'a', 'great', 'guy', 'most', 'of', 'the', 'time', 'lol']"
1694221360,happiness,@ralphp eagerly anticipating twitpics,happy,"['ralphp', 'eagerly', 'anticipating', 'twitpics']"
1694221363,neutral,i can't wait till tomorrow. just because its a new day,neutral,"['i', 'ca', 'wait', 'till', 'tomorrow', 'just', 'because', 'its', 'a', 'new', 'day']"
1694221426,neutral,@xxnapoleonsolo may the 4th be with you,neutral,"['xxnapoleonsolo', 'may', 'the', 'be', 'with', 'you']"
1694221517,neutral,has made herself officially unavailable to her best friend,neutral,"['has', 'made', 'herself', 'officially', 'unavailable', 'to', 'her', 'best', 'friend']"
1694221553,neutral,"im sitting here super nervous about the chiodos contest, i hope i win!!!!",neutral,"['im', 'sitting', 'here', 'super', 'nervous', 'about', 'the', 'chiodos', 'contest', 'i', 'hope', 'i', 'win']"
1694221609,happiness,@donatoclassic me too,happy,"['donatoclassic', 'me', 'too']"
